timestamp,total_cpu_pct,hd_cpu_pct,ts_cpu_pct
1773416466,56.2,116.0,0.00.0
1773416467,30.3,115.0,0.00.0
1773416468,42.7,115.0,0.00.0
1773416469,50.2,115.0,0.00.0
1773416470,59.5,114.0,0.00.0
1773416471,68.8,115.0,0.00.0
1773416472,87.7,115.0,0.00.0
1773416473,81.8,115.0,0.00.0
1773416474,87.3,115.0,0.00.0
1773416475,76.1,115.0,0.00.0
1773416476,82.3,116.0,0.00.0
1773416477,82.7,116.0,0.00.0
1773416478,83.2,116.0,0.00.0
1773416480,67.6,116.0,0.00.0
1773416481,88.0,117.0,0.00.0
1773416482,70.5,117.0,0.00.0
1773416483,88.0,117.0,0.00.0
1773416484,65.1,117.0,0.00.0
1773416485,50.1,117.0,0.00.0
1773416486,50.0,116.0,0.00.0
1773416487,31.4,116.0,0.00.0
1773416488,50.2,116.0,0.00.0
1773416489,74.9,116.0,0.00.0
1773416490,85.6,116.0,0.00.0
1773416491,86.5,116.0,0.00.0
1773416492,67.7,117.0,0.00.0
1773416493,65.9,117.0,0.00.0
1773416494,70.4,117.0,0.00.0
1773416495,87.7,117.0,0.00.0
1773416496,84.9,117.0,0.00.0
1773416497,65.5,118.0,0.00.0
1773416498,71.4,118.0,0.00.0
1773416499,84.7,118.0,0.00.0
1773416500,82.9,118.0,0.00.0
1773416502,85.6,118.0,0.00.0
1773416503,60.8,118.0,0.00.0
1773416504,50.1,118.0,0.00.0
1773416505,50.2,118.0,0.00.0
1773416506,50.2,117.0,0.00.0
1773416507,68.2,117.0,0.00.0
1773416508,65.9,118.0,0.00.0
1773416509,82.1,118.0,0.00.0
1773416510,78.0,118.0,0.00.0
1773416511,84.6,118.0,0.00.0
1773416512,88.3,118.0,0.00.0
1773416513,80.2,119.0,0.00.0
1773416514,79.7,119.0,0.00.0
1773416515,64.4,119.0,0.00.0
1773416516,68.8,119.0,0.00.0
1773416517,79.0,119.0,0.00.0
1773416518,85.8,119.0,0.00.0
1773416519,85.7,120.0,0.00.0
1773416520,62.5,120.0,0.00.0
1773416521,50.0,119.0,0.00.0
1773416522,50.4,119.0,0.00.0
1773416523,25.3,119.0,0.00.0
1773416524,39.5,119.0,0.00.0
1773416525,88.5,119.0,0.00.0
1773416526,86.9,119.0,0.00.0
1773416528,67.5,119.0,0.00.0
1773416529,84.7,119.0,0.00.0
1773416530,80.5,119.0,0.00.0
1773416531,82.3,120.0,0.00.0
1773416532,88.6,120.0,0.00.0
1773416533,87.5,120.0,0.00.0
1773416534,85.6,120.0,0.00.0
1773416535,77.3,120.0,0.00.0
1773416536,76.9,120.0,0.00.0
1773416537,87.3,120.0,0.00.0
1773416538,68.8,121.0,0.00.0
1773416539,56.1,120.0,0.00.0
1773416540,50.1,120.0,0.00.0
1773416541,50.0,120.0,0.00.0
1773416542,50.1,120.0,0.00.0
1773416543,78.5,120.0,0.00.0
1773416544,86.9,120.0,0.00.0
1773416545,88.8,120.0,0.00.0
1773416546,66.4,120.0,0.00.0
1773416547,82.5,120.0,0.00.0
1773416548,79.3,120.0,0.00.0
1773416549,86.5,121.0,0.00.0
1773416550,85.7,121.0,0.00.0
1773416551,81.5,121.0,0.00.0
1773416552,79.5,121.0,0.00.0
1773416553,81.4,121.0,0.00.0
1773416555,85.5,121.0,0.00.0
1773416556,77.6,122.0,0.00.0
1773416557,61.4,122.0,0.00.0
1773416558,50.4,121.0,0.00.0
1773416559,50.1,121.0,0.00.0
1773416560,50.2,121.0,0.00.0
1773416561,42.6,121.0,0.00.0
1773416562,76.5,121.0,0.00.0
1773416563,82.4,121.0,0.00.0
1773416564,79.4,121.0,0.00.0
1773416565,87.6,121.0,0.00.0
1773416566,86.7,121.0,0.00.0
1773416567,82.8,121.0,0.00.0
1773416568,70.3,122.0,0.00.0
1773416569,83.5,122.0,0.00.0
1773416570,62.2,122.0,0.00.0
1773416571,79.2,122.0,0.00.0
1773416572,73.2,122.0,0.00.0
1773416573,66.8,122.0,0.00.0
1773416574,82.9,122.0,0.00.0
1773416575,53.6,122.0,0.00.0
1773416576,50.1,122.0,0.00.0
1773416577,50.1,122.0,0.00.0
1773416578,50.2,121.0,0.00.0
1773416579,67.8,121.0,0.00.0
1773416580,84.4,122.0,0.00.0
1773416581,87.1,122.0,0.00.0
1773416582,88.0,122.0,0.00.0
1773416584,76.5,122.0,0.00.0
1773416585,87.3,122.0,0.00.0
1773416586,94.6,122.0,0.00.0
1773416587,66.1,123.0,0.00.0
1773416588,75.1,123.0,0.00.0
1773416589,79.5,123.0,0.00.0
1773416590,81.4,123.0,0.00.0
1773416591,85.0,123.0,0.00.0
1773416592,67.0,123.0,0.00.0
1773416593,53.4,123.0,0.00.0
1773416594,25.6,123.0,0.00.0
1773416595,49.9,123.0,0.00.0
1773416596,50.1,122.0,0.00.0
1773416597,81.3,122.0,0.00.0
1773416599,85.1,123.0,0.00.0
1773416600,76.6,123.0,0.00.0
1773416601,70.0,123.0,0.00.0
1773416602,83.9,123.0,0.00.0
1773416603,86.0,123.0,0.00.0
1773416604,84.7,123.0,0.00.0
1773416605,65.3,123.0,0.00.0
1773416606,69.5,124.0,0.00.0
1773416607,88.1,124.0,0.00.0
1773416608,85.0,124.0,0.00.0
1773416609,87.3,124.0,0.00.0
1773416610,65.9,124.0,0.00.0
1773416611,70.5,124.0,0.00.0
1773416612,25.4,124.0,0.00.0
1773416613,33.5,124.0,0.00.0
1773416614,49.9,123.0,0.00.0
1773416615,62.1,123.0,0.00.0
1773416616,90.5,123.0,0.00.0
1773416617,86.8,123.0,0.00.0
1773416618,88.6,124.0,0.00.0
1773416620,87.6,124.0,0.00.0
1773416621,88.7,124.0,0.00.0
1773416622,78.3,124.0,0.00.0
1773416623,87.3,124.0,0.00.0
1773416624,85.2,124.0,0.00.0
1773416625,76.5,124.0,0.00.0
1773416626,82.7,124.0,0.00.0
1773416627,67.7,125.0,0.00.0
1773416628,70.1,125.0,0.00.0
1773416629,76.3,125.0,0.00.0
1773416630,50.1,125.0,0.00.0
1773416631,47.8,124.0,0.00.0
1773416632,25.4,124.0,0.00.0
1773416633,24.8,124.0,0.00.0
1773416634,78.4,124.0,0.00.0
1773416635,65.5,124.0,0.00.0
1773416636,78.5,124.0,0.00.0
1773416637,90.6,124.0,0.00.0
1773416638,89.6,124.0,0.00.0
1773416639,68.2,125.0,0.00.0
1773416640,77.1,125.0,0.00.0
1773416641,83.3,125.0,0.00.0
1773416642,88.3,125.0,0.00.0
1773416643,88.9,125.0,0.00.0
1773416645,81.6,125.0,0.00.0
1773416646,85.1,125.0,0.00.0
